series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	age_code	age_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	108	Burundi	2016.0	32.1622					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T17	5 to 17 years old	F	Female	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	108	Burundi	2016.0	29.66019					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T17	5 to 17 years old	M	Male	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	108	Burundi	2016.0	30.92166					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T17	5 to 17 years old	_T	Both sexes	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	112	Belarus	2012.0	1.00098					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T14	5 to 14 years old	F	Female	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	112	Belarus	2012.0	0.95053					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T14	5 to 14 years old	M	Male	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	112	Belarus	2012.0	0.97577					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T14	5 to 14 years old	_T	Both sexes	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	116	Cambodia	2012.0	12.6					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T17	5 to 17 years old	_T	Both sexes	G	Global				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	116	Cambodia	2012.0	11.5					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T17	5 to 17 years old	M	Male	G	Global				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	116	Cambodia	2012.0	13.8					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T17	5 to 17 years old	F	Female	G	Global				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	12	Algeria	2012.0	4.77566					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T14	5 to 14 years old	M	Male	G	Global				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
