series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	typeOfOccupation_code	typeOfOccupation_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	1	World	2017.0	15.12052					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		_X	Data nature not available	PER_10000_POP	Per 10,000 population	ISCO08_221	Medical doctors	G	Global				1			Region					
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	1	World	2017.0	34.80551					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		_X	Data nature not available	PER_10000_POP	Per 10,000 population	ISCO08_222_322	Nursing and midwifery personnel	G	Global				1			Region					
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	100	Bulgaria	2001.0	1.286					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		C	Country data	PER_10000_POP	Per 10,000 population	ISCO08_2262	Pharmacists	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	100	Bulgaria	2010.0	51.698					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		C	Country data	PER_10000_POP	Per 10,000 population	ISCO08_222_322	Nursing and midwifery personnel	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	100	Bulgaria	2010.0	37.764					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		C	Country data	PER_10000_POP	Per 10,000 population	ISCO08_221	Medical doctors	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	100	Bulgaria	2010.0	8.628					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		C	Country data	PER_10000_POP	Per 10,000 population	ISCO08_2261	Dentists	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	100	Bulgaria	2011.0	38.585					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		C	Country data	PER_10000_POP	Per 10,000 population	ISCO08_221	Medical doctors	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	100	Bulgaria	2011.0	51.86					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		C	Country data	PER_10000_POP	Per 10,000 population	ISCO08_222_322	Nursing and midwifery personnel	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	100	Bulgaria	2011.0	9.083					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		C	Country data	PER_10000_POP	Per 10,000 population	ISCO08_2261	Dentists	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	100	Bulgaria	2012.0	9.233					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		C	Country data	PER_10000_POP	Per 10,000 population	ISCO08_2261	Dentists	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
