series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	disabilityStatus_code	disabilityStatus_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2010.0	10.3					ILOSTAT - LFS - Labour Force Survey	Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 74 years old;	C	Country data	PT	Percentage	_T	Both sexes	G	Global	_T	No breakdown by disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2010.0	10.8					ILOSTAT - LFS - Labour Force Survey	Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 74 years old;	C	Country data	PT	Percentage	M	Male	G	Global	PWD	Persons without disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2010.0	10.2					ILOSTAT - LFS - Labour Force Survey	Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 74 years old;	C	Country data	PT	Percentage	_T	Both sexes	G	Global	PWD	Persons without disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2010.0	14.5					ILOSTAT - LFS - Labour Force Survey	Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 74 years old;	C	Country data	PT	Percentage	_T	Both sexes	G	Global	PD	Persons with disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2010.0	9.5					ILOSTAT - LFS - Labour Force Survey	Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 74 years old;	C	Country data	PT	Percentage	F	Female	G	Global	PWD	Persons without disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2010.0	9.6					ILOSTAT - LFS - Labour Force Survey	Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 74 years old;	C	Country data	PT	Percentage	F	Female	G	Global	_T	No breakdown by disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2010.0	10.9					ILOSTAT - LFS - Labour Force Survey	Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 74 years old;	C	Country data	PT	Percentage	M	Male	G	Global	_T	No breakdown by disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2012.0	47.0					ILOSTAT - HS - European Health and Social Integration Survey	Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;	C	Country data	PT	Percentage	F	Female	G	Global	PD	Persons with disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2012.0	45.0					ILOSTAT - HS - European Health and Social Integration Survey	Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;	C	Country data	PT	Percentage	_T	Both sexes	G	Global	PD	Persons with disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2012.0	27.0					ILOSTAT - HS - European Health and Social Integration Survey	Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;	C	Country data	PT	Percentage	F	Female	G	Global	_T	No breakdown by disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2012.0	24.0					ILOSTAT - HS - European Health and Social Integration Survey	Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;	C	Country data	PT	Percentage	_T	Both sexes	G	Global	PWD	Persons without disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2012.0	41.0					ILOSTAT - HS - European Health and Social Integration Survey	Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;	C	Country data	PT	Percentage	M	Male	G	Global	PD	Persons with disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2012.0	26.0					ILOSTAT - HS - European Health and Social Integration Survey	Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;	C	Country data	PT	Percentage	_T	Both sexes	G	Global	_T	No breakdown by disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2012.0	23.0					ILOSTAT - HS - European Health and Social Integration Survey	Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;	C	Country data	PT	Percentage	M	Male	G	Global	PWD	Persons without disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2012.0	25.0					ILOSTAT - HS - European Health and Social Integration Survey	Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;	C	Country data	PT	Percentage	F	Female	G	Global	PWD	Persons without disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2012.0	25.0					ILOSTAT - HS - European Health and Social Integration Survey	Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;	C	Country data	PT	Percentage	M	Male	G	Global	_T	No breakdown by disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2015.0	15.3					ILOSTAT - LFS - Labour Force Survey	Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 74 years old;	C	Country data	PT	Percentage	M	Male	G	Global	PD	Persons with disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2015.0	15.8					ILOSTAT - LFS - Labour Force Survey	Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 74 years old;	C	Country data	PT	Percentage	_T	Both sexes	G	Global	PD	Persons with disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	2015.0	16.3					ILOSTAT - LFS - Labour Force Survey	Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: 74 years old;	C	Country data	PT	Percentage	F	Female	G	Global	PD	Persons with disability				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
