series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Reporting Type
IC_GEN_MGTL	Proportion of women in managerial positions (%)	340	Honduras	2005.0	57.7	Float					ILOSTAT - HS - Continous Multi-Purpose Household Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;Break in series: Methodology revised']	C	PERCENT	FEMALE	G
IC_GEN_MGTL	Proportion of women in managerial positions (%)	340	Honduras	2006.0	56.8	Float					ILOSTAT - HS - Continous Multi-Purpose Household Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;']	C	PERCENT	FEMALE	G
IC_GEN_MGTL	Proportion of women in managerial positions (%)	340	Honduras	2007.0	57.5	Float					ILOSTAT - HS - Continous Multi-Purpose Household Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;']	C	PERCENT	FEMALE	G
IC_GEN_MGTL	Proportion of women in managerial positions (%)	340	Honduras	2008.0	58.8	Float					ILOSTAT - HS - Continous Multi-Purpose Household Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;']	C	PERCENT	FEMALE	G
IC_GEN_MGTL	Proportion of women in managerial positions (%)	340	Honduras	2009.0	60.9	Float					ILOSTAT - HS - Continous Multi-Purpose Household Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;']	C	PERCENT	FEMALE	G
IC_GEN_MGTL	Proportion of women in managerial positions (%)	340	Honduras	2010.0	56.2	Float					ILOSTAT - HS - Continous Multi-Purpose Household Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;']	C	PERCENT	FEMALE	G
IC_GEN_MGTL	Proportion of women in managerial positions (%)	340	Honduras	2011.0	57.1	Float					ILOSTAT - HS - Continous Multi-Purpose Household Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;']	C	PERCENT	FEMALE	G
IC_GEN_MGTL	Proportion of women in managerial positions (%)	340	Honduras	2012.0	59.5	Float					ILOSTAT - HS - Continous Multi-Purpose Household Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;']	C	PERCENT	FEMALE	G
IC_GEN_MGTL	Proportion of women in managerial positions (%)	340	Honduras	2013.0	61.3	Float					ILOSTAT - HS - Continous Multi-Purpose Household Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;']	C	PERCENT	FEMALE	G
IC_GEN_MGTL	Proportion of women in managerial positions (%)	340	Honduras	2014.0	59.9	Float					ILOSTAT - HS - Continous Multi-Purpose Household Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;']	C	PERCENT	FEMALE	G
IC_GEN_MGTL	Proportion of women in managerial positions (%)	340	Honduras	2015.0	49.1	Float					ILOSTAT - HS - Continous Multi-Purpose Household Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;']	C	PERCENT	FEMALE	G
IC_GEN_MGTL	Proportion of women in managerial positions (%)	340	Honduras	2016.0	47.0	Float					ILOSTAT - HS - Continous Multi-Purpose Household Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;']	C	PERCENT	FEMALE	G
IC_GEN_MGTL	Proportion of women in managerial positions (%)	340	Honduras	2017.0	48.4	Float					ILOSTAT - HS - Continous Multi-Purpose Household Survey	['Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;']	C	PERCENT	FEMALE	G
